City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,vilyuchinsk,52.9306,158.4028,11.73,88,100,4.24,RU,1724598927
280,ennis,52.8436,-8.9864,15.96,72,75,9.77,IE,1724598928
281,brookings,44.3114,-96.7984,24.0,97,100,4.63,US,1724598888
282,kavala,40.9397,24.4019,27.31,65,20,4.12,GR,1724598930
283,sisimiut,66.9395,-53.6735,6.23,71,90,3.72,GL,1724598435
284,nabire,-3.3667,135.4833,24.32,94,100,1.57,ID,1724598932
285,sokoto,13.0609,5.239,33.65,47,77,5.16,NG,1724598933
286,aleksandrovsk-sakhalinskiy,50.8975,142.1561,13.69,87,100,2.87,RU,1724598934
287,vernon,50.2581,-119.2691,15.25,83,59,1.54,CA,1724598935
288,as sulayyil,20.4607,45.5779,38.95,18,81,6.59,SA,1724598936
289,nar'yan-mar,67.6713,53.087,14.73,82,67,3.88,RU,1724598937
290,presidente epitacio,-21.7633,-52.1156,14.14,40,100,4.8,BR,1724598938
291,bilibino,68.0546,166.4372,5.85,80,100,0.76,RU,1724598432
292,san agustin de valle fertil,-30.6335,-67.4682,10.36,33,0,3.95,AR,1724598940
293,nuuk,64.1835,-51.7216,4.34,93,75,4.63,GL,1724598942
294,altusried,47.8,10.2167,16.0,90,100,1.34,DE,1724598943
295,morelia,19.7008,-101.1844,17.52,88,9,1.5,MX,1724598944
296,i-n-salah,27.1935,2.4607,43.03,10,0,7.23,DZ,1724598945
297,riohacha,11.5444,-72.9072,31.45,61,99,2.71,CO,1724598946
298,tralee,52.2704,-9.7026,18.14,72,40,10.8,IE,1724598947
299,playa vicente,17.8333,-95.8167,26.3,84,4,2.28,MX,1724598949
300,la passe,45.5549,-0.8967,21.06,43,1,7.14,FR,1724598950
301,jianguang,28.1938,115.7836,29.33,72,4,0.8,CN,1724598951
302,nemuro,43.3236,145.575,15.6,83,100,4.29,JP,1724598952
303,fisterra,42.9049,-9.2629,19.39,65,7,11.43,ES,1724598953
304,mstsislaw,54.0192,31.7257,26.5,50,0,1.55,BY,1724598954
305,valparaiso,-33.0393,-71.6273,18.04,62,0,3.09,CL,1724598908
306,conde,-7.2597,-34.9075,27.7,65,40,8.23,BR,1724598831
307,carrigaline,51.8117,-8.3986,17.01,77,75,7.72,IE,1724598957
308,kihoku-cho,33.2559,132.6834,23.63,95,16,1.86,JP,1724598959
309,newnham,-41.3833,147.1333,10.53,93,75,6.17,AU,1724598960
310,mukalla,14.5425,49.1242,33.16,48,32,10.63,YE,1724598961
311,ebon,4.582,168.6964,28.02,73,100,1.31,MH,1724598962
312,mansa,29.9833,75.3833,30.77,65,62,3.0,IN,1724598963
313,ovalle,-30.5983,-71.2003,21.69,20,3,1.5,CL,1724598889
314,boa vista,2.8197,-60.6733,30.99,62,20,2.06,BR,1724598965
315,obo,5.3998,26.4869,24.5,83,85,1.83,CF,1724598966
316,rancho palos verdes,33.7445,-118.387,20.66,86,20,0.89,US,1724598674
317,corner brook,48.9667,-57.9484,26.44,42,6,4.38,CA,1724598503
318,adrian,41.8975,-84.0372,28.1,75,75,0.0,US,1724598675
319,lodwar,3.1191,35.5973,32.27,32,24,6.38,KE,1724598927
320,hays,30.0502,-98.0336,29.61,77,6,3.25,US,1724598971
321,arawa,-6.2132,155.5367,24.59,93,88,2.51,PG,1724598972
322,zhanibek,49.4167,46.85,27.67,33,82,2.75,KZ,1724598974
323,ulsteinvik,62.3432,5.8487,13.75,84,100,10.73,NO,1724598975
324,hami,42.8,93.45,33.44,21,8,2.28,CN,1724598976
325,boise,43.6135,-116.2035,13.9,76,0,1.54,US,1724598679
326,tolanaro,-25.0319,46.9987,19.99,66,1,7.76,MG,1724598818
327,cantley,53.5,-1.05,17.51,70,100,7.96,GB,1724598979
328,longquan,24.6719,102.1613,19.74,89,68,1.24,CN,1724598980
329,queenstown,-31.8976,26.8753,20.61,10,6,5.41,ZA,1724598981
330,remire-montjoly,4.9167,-52.2667,32.02,58,40,4.12,GF,1724598472
331,nizhniy ingash,56.2,96.53,15.43,91,100,0.54,RU,1724598983
332,pecos,31.4229,-103.4932,29.05,39,0,3.09,US,1724598900
333,ponta delgada,37.7333,-25.6667,26.4,53,20,3.09,PT,1724598985
334,flin flon,54.7682,-101.865,19.91,88,100,4.12,CA,1724598390
335,santo antonio do ica,-3.1022,-67.9397,36.16,37,0,0.63,BR,1724598987
336,callao,-12.0667,-77.15,21.51,88,100,2.57,PE,1724598962
337,melekeok village,7.4957,134.6367,25.31,94,75,0.0,PW,1724598597
338,port alfred,-33.5906,26.891,18.43,81,60,1.34,ZA,1724598517
339,luanda,-8.8368,13.2343,21.96,77,43,7.01,AO,1724598901
340,kohlu,29.8962,69.252,27.58,48,84,1.72,PK,1724598993
341,fuqing,25.725,119.3794,24.76,97,0,0.76,CN,1724598902
342,bodo,67.28,14.405,15.02,73,40,8.75,NO,1724598959
343,magadan,59.5667,150.8,9.5,89,35,1.59,RU,1724598996
344,belo sur tsiribihina,-19.7,44.55,23.42,79,12,3.13,MG,1724598997
345,peniche,39.3558,-9.3811,20.31,78,10,8.94,PT,1724598998
346,floro,61.5996,5.0328,11.98,87,75,10.29,NO,1724598999
347,kapa'a,22.0752,-159.319,25.18,86,75,8.75,US,1724599000
348,bontang,0.1333,117.5,25.47,89,82,4.77,ID,1724599001
349,ataq,14.5377,46.8319,27.39,56,84,6.04,YE,1724599002
350,coquimbo,-29.9533,-71.3436,13.85,82,75,5.66,CL,1724598318
351,lincoln,40.8,-96.667,31.75,73,0,3.6,US,1724598896
352,nakatsugawa,35.4833,137.5,25.06,96,28,1.26,JP,1724599005
353,acarau,-2.8856,-40.12,32.06,47,10,7.32,BR,1724598592
354,yangirabot,40.0254,65.961,28.43,20,3,7.86,UZ,1724599007
355,vadso,70.0744,29.7487,15.09,63,75,6.17,NO,1724598542
356,kirensk,57.7853,108.1119,15.44,69,71,1.35,RU,1724599009
357,taquara,-29.6506,-50.7806,11.04,68,8,4.58,BR,1724599011
358,nanpara,27.8667,81.5,28.33,80,0,3.17,IN,1724599012
359,tshikapa,-6.4167,20.8,38.25,12,6,1.6,CD,1724599013
360,iitti,60.8949,26.3387,24.06,73,2,5.4,FI,1724599014
361,talakan,50.3167,130.3667,14.59,87,68,2.29,RU,1724599015
362,belyayevka,51.3974,56.4096,17.28,73,98,1.14,RU,1724599016
363,namdrik,5.5994,168.1028,28.02,73,99,0.99,MH,1724599017
364,luena,-11.7833,19.9167,30.39,12,7,3.59,AO,1724599018
365,akjoujt,19.6969,-14.4164,39.47,28,0,7.44,MR,1724599019
366,rurrenabaque,-14.4413,-67.5278,17.94,63,100,6.17,BO,1724599020
367,lefkada,38.8275,20.7019,30.95,70,20,6.17,GR,1724599021
368,flekkefjord,58.2971,6.6607,12.32,81,23,6.19,NO,1724599022
369,chibougamau,49.9168,-74.3659,17.79,88,100,2.06,CA,1724598815
370,sao gabriel da cachoeira,-0.1303,-67.0892,27.89,78,40,1.54,BR,1724599025
371,padang,-0.9492,100.3543,25.03,89,65,1.44,ID,1724599026
372,parang,7.3704,124.2697,25.04,89,100,1.4,PH,1724599028
373,dunedin,-45.8742,170.5036,6.59,89,72,0.83,NZ,1724598877
374,holualoa,19.6228,-155.9522,21.91,99,75,4.12,US,1724599030
375,akobo,7.4344,3.9497,27.75,74,75,3.6,NG,1724599031
376,saipan,15.1355,145.701,28.39,83,75,1.54,MP,1724599032
377,al majaridah,19.1236,41.9111,30.22,68,98,2.4,SA,1724599033
378,itoman,26.1247,127.6694,29.01,86,40,1.54,JP,1724599034
379,papao,-17.75,-149.55,22.82,83,100,11.6,PF,1724599035
380,yuzhno-kurilsk,44.0306,145.8556,15.34,78,100,3.86,RU,1724599036
381,sona,45.4388,10.8255,33.51,36,0,3.6,IT,1724599037
382,terrace,54.5163,-128.6035,14.95,67,100,9.26,CA,1724599005
383,bakaly,55.1789,53.8028,19.14,73,94,1.64,RU,1724599039
384,gasa,31.5,34.4667,29.42,60,0,5.46,PS,1724599040
385,santa cruz,-17.8,-63.1667,17.7,41,100,13.38,BO,1724599041
386,port elizabeth,-33.918,25.5701,18.16,78,0,4.63,ZA,1724599043
387,chonchi,-42.6128,-73.8092,8.95,78,100,2.41,CL,1724598616
388,ahmadpur sial,30.6754,71.7483,38.83,26,85,2.8,PK,1724599045
389,iznik,40.4286,29.7211,31.86,41,4,6.33,TR,1724599047
390,alice town,25.7167,-79.3,28.57,76,61,5.14,BS,1724599048
391,qaqortoq,60.7167,-46.0333,5.93,86,33,2.25,GL,1724599049
392,opuwo,-18.0607,13.84,31.36,8,0,3.36,NA,1724599050
393,chenaran,36.6455,59.1212,27.98,19,0,4.33,IR,1724599051
394,yeniseysk,58.4497,92.1703,15.24,96,47,1.55,RU,1724599052
395,san francisco,37.7749,-122.4194,17.68,87,20,1.34,US,1724598891
396,vanimo,-2.6741,141.3028,26.01,91,100,1.68,PG,1724599054
397,boende,-0.2167,20.8667,22.37,94,92,1.78,CD,1724599055
398,gamba,-2.65,10.0,25.36,67,69,4.58,GA,1724599056
399,egilsstadir,65.2653,-14.3948,9.95,71,75,7.72,IS,1724598910
400,dahanu,19.9667,72.7333,26.2,87,100,9.9,IN,1724599058
401,santona,43.4439,-3.4576,22.96,57,79,3.45,ES,1724599059
402,kuala tungkal,-0.8167,103.4667,27.13,74,99,2.61,ID,1724599060
403,cedar city,37.6775,-113.0619,18.92,25,0,8.75,US,1724598778
404,tuy hoa,13.0833,109.3,25.34,88,100,1.92,VN,1724599062
405,coahuayana de hidalgo,18.7,-103.6583,28.49,67,51,0.6,MX,1724598485
406,manta,-0.95,-80.7333,26.88,65,20,2.57,EC,1724598836
407,kingston,17.997,-76.7936,32.31,74,40,2.57,JM,1724598240
408,kerikeri,-35.2268,173.9474,8.5,94,41,1.29,NZ,1724599068
409,pimentel,-6.8367,-79.9342,18.16,82,100,4.63,PE,1724599069
410,prince rupert,54.3161,-130.3201,12.05,99,100,11.83,CA,1724599070
411,haapajarvi,63.75,25.3333,23.6,55,98,7.68,FI,1724599071
412,ginir,7.1333,40.7,18.48,63,100,5.37,ET,1724599072
413,kuta,-8.7233,115.1723,25.97,89,20,5.66,ID,1724599073
414,zeya,53.75,127.2667,16.31,77,100,1.73,RU,1724599074
415,bomi,7.2461,-11.5258,27.3,75,97,4.39,SL,1724599075
416,alto piquiri,-24.0281,-53.4406,14.08,30,98,6.29,BR,1724599077
417,mbanza-ngungu,-5.25,14.8667,33.2,27,34,2.94,CD,1724599078
418,gigante,2.3868,-75.5453,26.67,56,96,1.31,CO,1724599079
419,nusaybin,37.0778,41.2178,35.06,23,0,5.65,TR,1724599081
420,barra de santo antonio,-9.4047,-35.5072,25.85,61,30,5.54,BR,1724599082
421,kyzyl,51.7,94.45,23.88,42,100,0.58,RU,1724599083
422,kapuskasing,49.4169,-82.4331,23.12,60,100,1.47,CA,1724598831
423,oulainen,64.2667,24.8,21.58,69,96,6.42,FI,1724599085
424,saint john,45.2727,-66.0677,26.57,53,20,1.54,CA,1724598955
425,arauca,7.0847,-70.7591,24.98,88,75,3.09,CO,1724599087
426,hanceville,34.0607,-86.7675,28.9,45,0,2.7,US,1724599088
427,markovo,57.3206,107.0881,15.64,70,73,1.42,RU,1724599089
428,salekhard,66.53,66.6019,16.64,69,97,2.62,RU,1724598958
429,tot'ma,59.9747,42.7642,20.5,64,3,1.4,RU,1724598814
430,sai buri,6.7013,101.6168,26.09,89,100,2.72,TH,1724599092
431,grants pass,42.439,-123.3284,11.17,91,100,0.0,US,1724599093
432,aweil,8.7682,27.4002,26.69,84,96,2.27,SS,1724599094
433,recani,31.2846,-4.2688,38.89,15,19,6.52,MA,1724599096
434,al kharijah,25.4514,30.5464,40.13,14,5,4.86,EG,1724599098
435,novyy turtkul',41.55,61.0167,27.36,16,99,6.07,UZ,1724599099
436,plainview,40.7765,-73.4673,28.16,61,0,0.89,US,1724599100
437,sandnessjoen,66.0217,12.6316,12.06,82,75,9.77,NO,1724599040
438,yarmouth,41.7057,-70.2286,26.19,74,0,2.57,US,1724599102
439,pazaryeri,39.994,29.9042,25.57,44,80,6.31,TR,1724599103
440,colchani,-20.3,-66.9333,10.21,19,0,4.95,BO,1724599104
441,aixe-sur-vienne,45.7986,1.1388,22.21,40,0,2.06,FR,1724599105
442,karungdong,5.8844,121.263,27.06,84,100,2.41,PH,1724599106
443,aiquile,-18.2041,-65.1807,8.12,73,100,2.35,BO,1724599107
444,mamuju,-2.6748,118.8885,25.44,88,68,1.99,ID,1724598962
445,pacific grove,36.6177,-121.9166,16.9,88,0,1.54,US,1724598870
446,maymana,35.9214,64.7836,29.71,19,0,3.34,AF,1724599110
447,belmonte,-15.8631,-38.8828,26.49,57,26,4.18,BR,1724599111
448,rikaze,29.25,88.8833,14.28,48,100,3.55,CN,1724598995
449,los arabos,22.7281,-80.7214,30.22,64,100,4.98,CU,1724599113
450,novodvinsk,64.4165,40.8122,20.86,45,17,2.01,RU,1724599115
451,petauke,-14.2426,31.3253,26.18,22,5,3.84,ZM,1724599116
452,kiunga,-6.1219,141.2906,23.08,99,100,1.95,PG,1724599117
453,nantucket,41.2835,-70.0995,23.06,83,0,4.63,US,1724599118
454,isiro,2.7739,27.616,22.81,96,100,0.42,CD,1724599119
455,bojia,26.4672,111.9681,27.76,74,1,1.07,CN,1724599120
456,alo,6.5486,4.2686,25.13,88,100,3.99,NG,1724599121
457,vrbas,45.5714,19.6408,37.46,12,71,5.41,RS,1724599122
458,codrington,-38.2667,141.9667,12.97,80,91,9.56,AU,1724599123
459,tame,6.461,-71.73,22.12,95,100,0.88,CO,1724599124
460,vrangel',42.7297,133.0839,19.73,88,97,6.16,RU,1724599125
461,chiquinquira,5.6164,-73.8175,17.25,55,100,1.15,CO,1724599126
462,mount gambier,-37.8333,140.7667,12.21,88,72,6.11,AU,1724599127
463,cabedelo,-6.9811,-34.8339,28.37,71,30,8.21,BR,1724599128
464,igarka,67.4667,86.5833,10.72,80,22,3.93,RU,1724599034
465,nishinoomote,30.7333,131.0,28.27,81,12,5.55,JP,1724599130
466,emerald,-23.5333,148.1667,15.75,79,0,3.5,AU,1724599132
467,sabak bernam,3.7698,100.9879,23.66,95,100,1.56,MY,1724599134
468,kaka,37.3482,59.6143,34.34,14,0,2.43,TM,1724599135
469,meulaboh,4.1363,96.1285,24.64,89,100,2.13,ID,1724599136
470,port augusta,-32.5,137.7667,11.52,72,0,4.0,AU,1724599137
471,kill devil hills,36.0307,-75.676,26.1,76,75,6.69,US,1724598896
472,homer,59.6425,-151.5483,9.94,90,75,3.58,US,1724599139
473,ambodifotatra,-16.9833,49.85,22.61,64,65,9.46,MG,1724599140
474,esperanza,19.5847,-70.9849,31.28,67,0,1.79,DO,1724599141
475,chiredzi,-21.05,31.6667,28.26,21,0,3.71,ZW,1724598618
476,ad dabbah,18.05,30.95,37.36,30,79,3.32,SD,1724599143
477,santa terezinha,-29.9002,-50.0904,12.63,52,3,8.64,BR,1724598605
478,portland,45.5234,-122.6762,15.69,91,75,1.34,US,1724598902
479,sonqor,34.7837,47.6004,31.05,14,44,4.56,IR,1724599146
480,cobija,-11.0267,-68.7692,23.1,49,75,7.2,BO,1724599148
481,natal,-5.795,-35.2094,29.36,54,40,9.26,BR,1724599149
482,buenaventura,3.8801,-77.0312,25.32,91,100,1.32,CO,1724598912
483,vikulovo,56.8167,70.6107,11.9,91,72,3.8,RU,1724598986
484,ocean shores,46.9737,-124.1563,15.53,97,100,2.57,US,1724599021
485,ugoofaaru,5.6667,73.0,27.79,76,100,3.73,MV,1724599153
486,nikol'sk,53.7189,46.0712,21.52,61,34,2.4,RU,1724599154
487,pochinok,54.4068,32.4407,25.52,59,0,0.87,RU,1724599155
488,wielen,52.8946,16.1714,22.96,43,97,4.8,PL,1724599156
489,colonia,50.9333,6.95,24.42,36,4,0.89,DE,1724598941
490,luis correia,-2.8792,-41.6669,33.0,52,0,6.17,BR,1724599158
491,sabang,5.8933,95.3214,28.12,69,100,2.91,ID,1724599159
492,komadi,47.0,21.5,36.86,13,39,2.38,HU,1724599160
493,acoyapa,11.9703,-85.1711,29.05,73,48,3.12,NI,1724599161
494,aromashevo,56.8602,68.6375,12.18,91,98,3.84,RU,1724599162
495,calvinia,-31.4707,19.776,16.58,25,0,5.39,ZA,1724599163
496,wynyard,-41.0,145.7167,10.52,93,71,4.29,AU,1724599164
497,kudahuvadhoo,2.6708,72.8944,28.24,74,91,4.48,MV,1724599020
498,ola,59.5833,151.2833,10.25,84,42,1.01,RU,1724599168
499,las khorey,11.1595,48.1967,31.67,62,49,1.42,SO,1724599169
500,mana,5.6592,-53.7767,30.64,60,24,4.98,GF,1724599170
501,noyabrsk,63.1994,75.4507,13.24,65,64,4.55,RU,1724599171
502,cidade velha,14.9167,-23.6167,30.26,54,75,10.8,CV,1724599172
503,saint-paul,-21.0096,55.2707,21.11,88,59,0.35,RE,1724599173
504,kone,-21.0595,164.8658,18.43,85,10,1.49,NC,1724598936
505,kruisfontein,-34.0033,24.7314,15.73,64,1,5.15,ZA,1724599175
506,princeville,45.7668,-61.2985,27.01,64,0,2.57,CA,1724599176
507,urengoy,65.9667,78.3667,13.21,65,54,3.3,RU,1724599177
508,kristiansund,63.1115,7.732,15.36,55,75,5.66,NO,1724599178
509,shalqar,47.8333,59.6,25.46,24,2,3.14,KZ,1724599179
510,la'ie,21.6477,-157.9253,25.66,83,89,4.47,US,1724599180
511,archangelos,36.2149,28.1149,30.99,52,0,2.92,GR,1724599181
512,glace bay,46.1969,-59.957,27.87,69,87,0.5,CA,1724599182
513,kuhmo,64.1333,29.5167,20.93,51,8,8.26,FI,1724599184
514,sao vicente,-23.9631,-46.3919,15.55,26,100,2.57,BR,1724599185
515,peterhead,57.5058,-1.7981,11.94,93,100,9.23,GB,1724599186
516,lensk,60.7253,114.9278,12.45,89,36,1.88,RU,1724599187
517,hammerfest,70.6634,23.6821,14.25,72,75,4.12,NO,1724599188
518,bel ombre,-4.6167,55.4167,26.91,83,75,5.66,SC,1724598820
519,suva,-18.1416,178.4415,20.71,100,100,3.6,FJ,1724599190
520,quellon,-43.1167,-73.6167,7.98,85,100,6.08,CL,1724599191
521,ouesso,1.6136,16.0517,30.23,51,92,0.95,CG,1724599192
522,wajir,1.7471,40.0573,32.41,31,56,7.36,KE,1724599193
523,alvorada,-12.48,-49.1247,37.63,14,0,2.04,BR,1724599194
524,bonthe,7.5264,-12.505,26.52,80,100,6.22,SL,1724599195
525,buka,40.8108,69.1986,25.51,16,4,5.44,UZ,1724599196
526,nyurba,63.2842,118.3319,11.88,85,88,2.59,RU,1724599197
527,sicuani,-14.2694,-71.2261,14.36,45,12,2.34,PE,1724599199
528,carutapera,-1.195,-46.02,32.61,48,57,4.6,BR,1724598916
529,bukene,-4.2333,32.8833,29.42,24,24,2.35,TZ,1724599201
530,megion,61.0296,76.1136,13.01,85,100,5.65,RU,1724599202
531,borogontsy,62.6683,131.1683,14.58,97,100,3.69,RU,1724599203
532,lycksele,64.5954,18.6735,16.93,67,20,4.12,SE,1724599204
533,ta`u,-14.2336,-169.5144,26.39,84,92,9.85,AS,1724599205
534,pionerskiy,54.9508,20.2275,20.91,81,16,10.95,RU,1724599087
535,geraldton,-28.7667,114.6,10.23,93,35,1.54,AU,1724598833
536,dumka,24.2667,87.25,26.49,87,35,2.35,IN,1724599208
537,mata-utu,-13.2816,-176.1745,26.98,77,100,8.84,WF,1724599209
538,sumenep,-7.0167,113.8667,26.3,79,81,3.52,ID,1724599210
539,inverloch,-38.6333,145.7167,11.45,85,76,9.54,AU,1724599211
540,kasempa,-13.4584,25.8338,28.31,17,9,3.71,ZM,1724599212
541,ghadamis,30.1337,9.5007,37.99,16,0,5.59,LY,1724599213
542,namibe,-15.1961,12.1522,21.29,69,28,3.38,AO,1724599214
543,genhe,50.7833,121.5167,12.33,98,100,1.6,CN,1724599215
544,lompoc,34.6391,-120.4579,18.41,100,20,2.06,US,1724599216
545,tommot,58.9564,126.2925,11.82,96,86,1.65,RU,1724599218
546,twon-brass,4.3151,6.2418,25.9,81,100,5.97,NG,1724599219
547,mezzouna,34.5776,9.8419,35.87,28,0,8.36,TN,1724599220
548,tosontsengel,48.7567,98.2839,15.2,49,1,0.79,MN,1724599222
549,happy valley-goose bay,53.3168,-60.3315,26.17,41,20,2.06,CA,1724599223
550,sangmelima,2.9333,11.9833,23.62,90,100,2.32,CM,1724599224
551,shimoda,34.6667,138.95,26.36,83,96,1.92,JP,1724599225
552,olyokminsk,60.3736,120.4264,12.76,94,14,2.11,RU,1724599226
553,huangshan,29.7114,118.3125,27.94,70,90,0.59,CN,1724599227
554,senador pompeu,-5.5881,-39.3717,34.34,29,5,2.99,BR,1724599228
555,quang ngai,15.1167,108.8,25.35,86,33,1.97,VN,1724599229
556,callaway,30.153,-85.5699,29.99,72,20,4.63,US,1724599230
557,island harbour,50.724,-1.2758,19.85,67,39,4.92,GB,1724599231
558,tokar,18.4254,37.729,38.85,29,8,7.09,SD,1724599232
559,nogliki,51.8333,143.1667,12.0,81,100,1.99,RU,1724598902
560,north bend,43.4065,-124.2243,12.31,78,16,1.58,US,1724599235
561,saynshand,44.8824,110.1163,22.27,36,28,1.36,MN,1724599236
562,kenai,60.5544,-151.2583,9.52,95,100,2.06,US,1724599056
563,pathein,16.7833,94.7333,25.66,87,100,2.04,MM,1724599238
